dégât de tempête | r_has_causatif
béchamel d'une cuisson | r_has_causatif
velouté d'une cuisson | r_has_causatif
crème d'une cuisson | r_has_causatif
émulsion d'une agitation | r_has_causatif
mayonnaise d'une émulsion | r_has_causatif
vinaigrette d'une émulsion | r_has_causatif
marinade d'une macération | r_has_causatif
saumure d'une dissolution | r_has_causatif
salaison d'une imprégnation | r_has_causatif
conservation d'une salaison | r_has_causatif
séchage d'une évaporation | r_has_causatif
dessiccation d'une évaporation | r_has_causatif
déshydratation d'une évaporation | r_has_causatif
momification d'une dessiccation | r_has_causatif
fumage d'une exposition | r_has_causatif
cuisson d'une chaleur | r_has_causatif
rôtissage d'une chaleur | r_has_causatif
grillage d'une chaleur | r_has_causatif
friture d'une immersion | r_has_causatif
carbonisation d'une combustion | r_has_causatif
calcination d'une combustion | r_has_causatif
cendre d'une combustion | r_has_causatif
charbon d'une carbonisation | r_has_causatif
braise d'une combustion | r_has_causatif
tison d'une combustion | r_has_causatif
escarbille d'une combustion | r_has_causatif
flammèche d'une combustion | r_has_causatif
étincelle d'une friction | r_has_causatif
flamme d'une combustion | r_has_causatif
feu d'une combustion | r_has_causatif
incendie d'une combustion | r_has_causatif
brasier d'une combustion | r_has_causatif
embrasement d'une propagation | r_has_causatif
conflagration d'une propagation | r_has_causatif
déflagration d'une combustion | r_has_causatif
explosion d'une déflagration | r_has_causatif
détonation d'une explosion | r_has_causatif
souffle d'une explosion | r_has_causatif
onde d'une explosion | r_has_causatif
vibration d'une onde | r_has_causatif
résonance d'une vibration | r_has_causatif
écho d'une réflexion | r_has_causatif
répercussion d'une onde | r_has_causatif
son d'une vibration | r_has_causatif
