mot1,mot2,relation
tablier,protection r_processus instr,r_processusinstr-1
torchon,essuyage r_processus instr,r_processusinstr-1
lavette,nettoyage r_processus instr,r_processusinstr-1
evier,nettoyage r_processus instr,r_processusinstr-1
lave vaisselle,nettoyage r_processus instr,r_processusinstr-1
egouttoir,sechage r_processus instr,r_processusinstr-1
panier,rangement r_processus instr,r_processusinstr-1
placard,rangement r_processus instr,r_processusinstr-1
tiroir,rangement r_processus instr,r_processusinstr-1
etagere,rangement r_processus instr,r_processusinstr-1
armoire,rangement r_processus instr,r_processusinstr-1
buffet,rangement r_processus instr,r_processusinstr-1
vaisselier,rangement r_processus instr,r_processusinstr-1
desserte,service r_processus instr,r_processusinstr-1
chariot,service r_processus instr,r_processusinstr-1
table,preparation r_processus instr,r_processusinstr-1
plan,travail r_processus instr,r_processusinstr-1
billot,decoupe r_processus instr,r_processusinstr-1
planche,decoupe r_processus instr,r_processusinstr-1
pelle,jardinage r_processus instr,r_processusinstr-1
transplantoir,jardinage r_processus instr,r_processusinstr-1
griffe,jardinage r_processus instr,r_processusinstr-1
serfouette,jardinage r_processus instr,r_processusinstr-1
plantoir,jardinage r_processus instr,r_processusinstr-1
cordeau,jardinage r_processus instr,r_processusinstr-1
tuteur,jardinage r_processus instr,r_processusinstr-1
tuteur,soutien r_processus instr,r_processusinstr-1
attache,fixation r_processus instr,r_processusinstr-1
raphia,fixation r_processus instr,r_processusinstr-1
ficelle,fixation r_processus instr,r_processusinstr-1
arrosoir,arrosage r_processus instr,r_processusinstr-1
tuyau,arrosage r_processus instr,r_processusinstr-1
lance,arrosage r_processus instr,r_processusinstr-1
pistolet,arrosage r_processus instr,r_processusinstr-1
asperseur,arrosage r_processus instr,r_processusinstr-1
brumisateur,arrosage r_processus instr,r_processusinstr-1
pulverisateur,traitement r_processus instr,r_processusinstr-1
vaporisateur,traitement r_processus instr,r_processusinstr-1
sulfateuse,traitement r_processus instr,r_processusinstr-1
pompe,traitement r_processus instr,r_processusinstr-1
cisaille,taille r_processus instr,r_processusinstr-1
secateur,taille r_processus instr,r_processusinstr-1
coupe branche,taille r_processus instr,r_processusinstr-1
ebrancheur,taille r_processus instr,r_processusinstr-1
echenilloir,taille r_processus instr,r_processusinstr-1
taille haie,taille r_processus instr,r_processusinstr-1
tondeuse,tonte r_processus instr,r_processusinstr-1
debroussailleuse,debroussaillage r_processus instr,r_processusinstr-1
motoculteur,labour r_processus instr,r_processusinstr-1
scarificateur,scarification r_processus instr,r_processusinstr-1
rouleau,tassement r_processus instr,r_processusinstr-1
souffleur,nettoyage r_processus instr,r_processusinstr-1
ramasse feuille,collecte r_processus instr,r_processusinstr-1
brouette,transport r_processus instr,r_processusinstr-1
bac,transport r_processus instr,r_processusinstr-1
sac,collecte r_processus instr,r_processusinstr-1
composteur,compostage r_processus instr,r_processusinstr-1
silo,stockage r_processus instr,r_processusinstr-1
serre,culture r_processus instr,r_processusinstr-1
chassis,culture r_processus instr,r_processusinstr-1
voile,protection r_processus instr,r_processusinstr-1
filet,protection r_processus instr,r_processusinstr-1
grillage,protection r_processus instr,r_processusinstr-1
treillage,support r_processus instr,r_processusinstr-1
pergola,support r_processus instr,r_processusinstr-1
tonnelle,support r_processus instr,r_processusinstr-1
arceau,support r_processus instr,r_processusinstr-1
tige,support r_processus instr,r_processusinstr-1
piquet,support r_processus instr,r_processusinstr-1
poteau,support r_processus instr,r_processusinstr-1
pot,culture r_processus instr,r_processusinstr-1
jardiniere,culture r_processus instr,r_processusinstr-1
bac,culture r_processus instr,r_processusinstr-1
terreau,culture r_processus instr,r_processusinstr-1
substrat,culture r_processus instr,r_processusinstr-1
engrais,fertilisation r_processus instr,r_processusinstr-1
amendement,amelioration r_processus instr,r_processusinstr-1
paillage,protection r_processus instr,r_processusinstr-1
mulch,protection r_processus instr,r_processusinstr-1
geotextile,protection r_processus instr,r_processusinstr-1
bache,protection r_processus instr,r_processusinstr-1
toile,protection r_processus instr,r_processusinstr-1
seau,transport r_processus instr,r_processusinstr-1
bassine,transport r_processus instr,r_processusinstr-1
cuvette,transport r_processus instr,r_processusinstr-1
recipient,stockage r_processus instr,r_processusinstr-1
caisse,rangement r_processus instr,r_processusinstr-1
coffre,rangement r_processus instr,r_processusinstr-1
abri,rangement r_processus instr,r_processusinstr-1
remise,rangement r_processus instr,r_processusinstr-1
cabane,rangement r_processus instr,r_processusinstr-1
cabanon,rangement r_processus instr,r_processusinstr-1
salopette,protection r_processus instr,r_processusinstr-1
genouillere,protection r_processus instr,r_processusinstr-1
botte,protection r_processus instr,r_processusinstr-1
chapeau,protection r_processus instr,r_processusinstr-1
lunette,protection r_processus instr,r_processusinstr-1
masque,protection r_processus instr de rameur r_processus instr,r_processusinstr-1
voile,navigateur r_processus instr,r_processusinstr-1
ancre,marin r_processus instr,r_processusinstr-1
filet,pecheur r_processus instr,r_processusinstr-1
canne,pecheur r_processus instr,r_processusinstr-1
hamecon,pecheur r_processus instr,r_processusinstr-1
appat,pecheur r_processus instr,r_processusinstr-1
nasse,pecheur r_processus instr,r_processusinstr-1
harpon,pecheur r_processus instr,r_processusinstr-1
fusil,chasseur r_processus instr,r_processusinstr-1
carabine,chasseur r_processus instr,r_processusinstr-1
arc,archer r_processus instr,r_processusinstr-1
fleche,archer r_processus instr,r_processusinstr-1
arbalete,arbaletrier r_processus instr,r_processusinstr-1
fronde,frondeur r_processus instr,r_processusinstr-1
lance,lancier r_processus instr,r_processusinstr-1
epee,escrimeur r_processus instr,r_processusinstr-1
sabre,sabreur r_processus instr,r_processusinstr-1
fleuret,escrimeur r_processus instr,r_processusinstr-1
poignard,combattant r_processus instr,r_processusinstr-1
dague,combattant r_processus instr,r_processusinstr-1
bouclier,guerrier r_processus instr,r_processusinstr-1
casque,soldat r_processus instr,r_processusinstr-1
armure,chevalier r_processus instr,r_processusinstr-1
cotte,chevalier r_processus instr,r_processusinstr-1
heaume,chevalier r_processus instr,r_processusinstr-1
cle,portail r_processus instr,r_processusinstr-1
cle,garage r_processus instr,r_processusinstr-1
cle,vehicule r_processus instr,r_processusinstr-1
cle,appartement r_processus instr,r_processusinstr-1
cle,bureau r_processus instr,r_processusinstr-1
tournevis,electricien r_processus instr,r_processusinstr-1
tournevis,bricoleur r_processus instr,r_processusinstr-1
marteau,charpentier r_processus instr,r_processusinstr-1
marteau,macon r_processus instr,r_processusinstr-1
scie,menuisier r_processus instr,r_processusinstr-1
scie,charpentier r_processus instr,r_processusinstr-1
couteau,sculpteur r_processus instr,r_processusinstr-1
couteau,graveur r_processus instr,r_processusinstr-1
cutter,maquettiste r_processus instr,r_processusinstr-1
ciseaux,barbier r_processus instr,r_processusinstr-1
ciseaux,tailleur r_processus instr,r_processusinstr-1
pince,plombier r_processus instr,r_processusinstr-1
pince,serrurier r_processus instr,r_processusinstr-1
tenaille,marechal r_processus instr,r_processusinstr-1
perceuse,artisan r_processus instr,r_processusinstr-1
lime,ajusteur r_processus instr,r_processusinstr-1
rape,fromager r_processus instr,r_processusinstr-1
brosse,decorateur r_processus instr,r_processusinstr-1
balai,balayeur r_processus instr,r_processusinstr-1
balai,ramoneur r_processus instr,r_processusinstr-1
aspirateur,nettoyeur r_processus instr,r_processusinstr-1
beche,fossoyeur r_processus instr,r_processusinstr-1
pelle,cantonnier r_processus instr,r_processusinstr-1
pioche,carrier r_processus instr,r_processusinstr-1
houe,paysan r_processus instr,r_processusinstr-1
sarcloir,agriculteur r_processus instr,r_processusinstr-1
fourche,palefrenier r_processus instr,r_processusinstr-1
rateau,cantonnier r_processus instr,r_processusinstr-1
faux,agriculteur r_processus instr,r_processusinstr-1
faucille,paysan r_processus instr,r_processusinstr-1
serpe,vigneron r_processus instr,r_processusinstr-1
hache,charpentier r_processus instr,r_processusinstr-1
masse,carrier r_processus instr,r_processusinstr-1
maillet,graveur r_processus instr,r_processusinstr-1
burin,graveur r_processus instr,r_processusinstr-1
gouge,ebeniste r_processus instr,r_processusinstr-1
ciseau,menuisier r_processus instr,r_processusinstr-1
compas,architecte r_processus instr,r_processusinstr-1
equerre,architecte r_processus instr,r_processusinstr-1
regle,architecte r_processus instr,r_processusinstr-1
metre,tailleur r_processus instr,r_processusinstr-1
niveau,charpentier r_processus instr,r_processusinstr-1
fil,cordier r_processus instr,r_processusinstr-1
truelle,ouvrier r_processus instr,r_processusinstr-1
taloche,ouvrier r_processus instr,r_processusinstr-1
spatule,decorateur r_processus instr,r_processusinstr-1
rouleau,decorateur r_processus instr,r_processusinstr-1
pinceau,decorateur r_processus instr,r_processusinstr-1
palette,artiste r_processus instr,r_processusinstr-1
chevalet,artiste r_processus instr,r_processusinstr-1
toile,artiste r_processus instr,r_processusinstr-1
crayon,artiste r_processus instr,r_processusinstr-1
fusain,artiste r_processus instr,r_processusinstr-1
gomme,correcteur r_processus instr,r_processusinstr-1
stylo,notaire r_processus instr,r_processusinstr-1
plume,ecrivain r_processus instr,r_processusinstr-1
encre,imprimeur r_processus instr,r_processusinstr-1
papier,imprimeur r_processus instr,r_processusinstr-1
cahier,etudiant r_processus instr,r_processusinstr-1
ardoise,instituteur r_processus instr,r_processusinstr-1
craie,instituteur r_processus instr,r_processusinstr-1
tableau,enseignant r_processus instr,r_processusinstr-1
ordinateur,informaticien r_processus instr,r_processusinstr-1
clavier,secretaire r_processus instr,r_processusinstr-1
souris,graphiste r_processus instr,r_processusinstr-1
ecran,monteur r_processus instr,r_processusinstr-1
imprimante,secretariat r_processus instr,r_processusinstr-1
scanner,documentaliste r_processus instr,r_processusinstr-1
telephone,receptionniste r_processus instr,r_processusinstr-1
micro,commentateur r_processus instr,r_processusinstr-1
camera,cameraman r_processus instr,r_processusinstr-1
appareil,reporter r_processus instr,r_processusinstr-1
objectif,cameraman r_processus instr,r_processusinstr-1
trepied,videaste r_processus instr,r_processusinstr-1
flash,reporter r_processus instr,r_processusinstr-1
projecteur,technicien r_processus instr,r_processusinstr-1
lampe,mineur r_processus instr,r_processusinstr-1
torche,plongeur r_processus instr,r_processusinstr-1
loupe,bijoutier r_processus instr,r_processusinstr-1
microscope,chercheur r_processus instr,r_processusinstr-1
telescope,observateur r_processus instr,r_processusinstr-1
jumelles,observateur r_processus instr,r_processusinstr-1
boussole,randonneur r_processus instr,r_processusinstr-1
carte,randonneur r_processus instr,r_processusinstr-1
sextant,navigateur r_processus instr,r_processusinstr-1
gouvernail,capitaine r_processus instr,r_processusinstr-1
rame,gondolier r_processus instr,r_processusinstr-1
pagaie,canoeiste r_processus instr,r_processusinstr-1
aviron,gondolier r_processus instr,r_processusinstr-1
voile,skipper r_processus instr,r_processusinstr-1
ancre,capitaine r_processus instr,r_processusinstr-1
filet,chalutier r_processus instr,r_processusinstr-1
fusil,tireur r_processus instr,r_processusinstr-1
carabine,tireur r_processus instr,r_processusinstr-1
arc,tireur r_processus instr,r_processusinstr-1
fleche,tireur r_processus instr,r_processusinstr-1
lance,guerrier r_processus instr,r_processusinstr-1
epee,chevalier r_processus instr,r_processusinstr-1
sabre,cavalier r_processus instr,r_processusinstr-1
fleuret,tireur r_processus instr,r_processusinstr-1
bouclier,soldat r_processus instr,r_processusinstr-1
casque,motard r_processus instr,r_processusinstr-1
armure,combattant r_processus instr,r_processusinstr-1
cle,serrure r_processus instr,r_processusinstr-1
cle,portiere r_processus instr,r_processusinstr-1
cle,malle r_processus instr,r_processusinstr-1
marteau,forge r_processus instr,r_processusinstr-1
scie,coupe r_processus instr,r_processusinstr-1
couteau,decoupe r_processus instr,r_processusinstr-1
pince,saisie r_processus instr,r_processusinstr-1
tenaille,traction r_processus instr,r_processusinstr-1
rabot,planification r_processus instr,r_processusinstr-1
lime,finition r_processus instr,r_processusinstr-1
rape,finition r_processus instr,r_processusinstr-1
brosse,peinture r_processus instr,r_processusinstr-1
balai,proprete r_processus instr,r_processusinstr-1
serpilliere,proprete r_processus instr,r_processusinstr-1
eponge,vaisselle r_processus instr,r_processusinstr-1
chiffon,vitre r_processus instr,r_processusinstr-1
torchon,cuisine r_processus instr,r_processusinstr-1
houe,culture r_processus instr,r_processusinstr-1
binette,culture r_processus instr,r_processusinstr-1
sarcloir,culture r_processus instr,r_processusinstr-1
ratisseau,culture r_processus instr,r_processusinstr-1
fourche,recolte r_processus instr,r_processusinstr-1
rateau,collecte r_processus instr,r_processusinstr-1
faux,fauche r_processus instr,r_processusinstr-1
faucille,moisson r_processus instr,r_processusinstr-1
serpe,taille r_processus instr,r_processusinstr-1
hache,coupe r_processus instr,r_processusinstr-1
cognee,coupe r_processus instr,r_processusinstr-1
merlin,fente r_processus instr,r_processusinstr-1
masse,frappe r_processus instr,r_processusinstr-1
maillet,frappe r_processus instr,r_processusinstr-1
burin,gravure r_processus instr,r_processusinstr-1
gouge,sculpture r_processus instr,r_processusinstr-1
ciseau,taille r_processus instr,r_processusinstr-1
truelle,pose r_processus instr,r_processusinstr-1
taloche,pose r_processus instr,r_processusinstr-1
spatule,pose r_processus instr,r_processusinstr-1
rouleau,peinture r_processus instr,r_processusinstr-1
pinceau,peinture r_processus instr,r_processusinstr-1
palette,peinture r_processus instr,r_processusinstr-1
chevalet,peinture r_processus instr,r_processusinstr-1
crayon,ecriture r_processus instr,r_processusinstr-1
fusain,dessin r_processus instr,r_processusinstr-1
clavier,frappe r_processus instr,r_processusinstr-1
souris,navigation r_processus instr,r_processusinstr-1
ecran,visualisation r_processus instr,r_processusinstr-1
ouverture,porte r_processus patient,r_processuspatient
fermeture,fenetre r_processus patient,r_processuspatient
cassure,verre r_processus patient,r_processuspatient
rupture,cable r_processus patient,r_processuspatient
bris,vitre r_processus patient,r_processuspatient
coupure,fil r_processus patient,r_processuspatient
eclatement,ballon r_processus patient,r_processuspatient
explosion,moteur r_processus patient,r_processuspatient
dechirure,tissu r_processus patient,r_processuspatient
usure,roue r_processus patient,r_processuspatient
corrosion,metal r_processus patient,r_processuspatient
fusion,metal r_processus patient,r_processuspatient
oxydation,fer r_processus patient,r_processuspatient
mouillage,papier r_processus patient,r_processuspatient
chauffage,l eau r_processus patient,r_processuspatient
refroidissement,l air r_processus patient,r_processuspatient
evaporation,l eau r_processus patient,r_processuspatient
condensation,vapeur r_processus patient,r_processuspatient
cristallisation,sel r_processus patient,r_processuspatient
ebullition,liquide r_processus patient,r_processuspatient
mouvement,levier r_processus patient,r_processuspatient
rotation,roue r_processus patient,r_processuspatient
vibration,moteur r_processus patient,r_processuspatient
oscillation,pendule r_processus patient,r_processuspatient
chute,pierre r_processus patient,r_processuspatient
deplacement,vehicule r_processus patient,r_processuspatient
arret,train r_processus patient,r_processuspatient
demarrage,moteur r_processus patient,r_processuspatient
atterrissage,l avion r_processus patient,r_processuspatient
decollage,l avion r_processus patient,r_processuspatient
freinage,camion r_processus patient,r_processuspatient
acceleration,voiture r_processus patient,r_processuspatient
ralentissement,bus r_processus patient,r_processuspatient
arret,machine r_processus patient,r_processuspatient
activation,systeme r_processus patient,r_processuspatient
desactivation,dispositif r_processus patient,r_processuspatient
mise en marche,moteur r_processus patient,r_processuspatient
allumage,lampe r_processus patient,r_processuspatient
extinction,lumiere r_processus patient,r_processuspatient
allumage,feu r_processus patient,r_processuspatient
eclatement,pneu r_processus patient,r_processuspatient
percement,mur r_processus patient,r_processuspatient
creusement,trou r_processus patient,r_processuspatient
remplissage,reservoir r_processus patient,r_processuspatient
vidage,bouteille r_processus patient,r_processuspatient
deplacement,meuble r_processus patient,r_processuspatient
transport,colis r_processus patient,r_processuspatient
dechargement,camion r_processus patient,r_processuspatient
chargement,voiture r_processus patient,r_processuspatient
lavage,linge r_processus patient,r_processuspatient
nettoyage,table r_processus patient,r_processuspatient
essuyage,verre r_processus patient,r_processuspatient
balayage,sol r_processus patient,r_processuspatient
repassage,chemise r_processus patient,r_processuspatient
pliage,serviette r_processus patient,r_processuspatient
decoupage,papier r_processus patient,r_processuspatient
collage,l affiche r_processus patient,r_processuspatient
peinture,mur r_processus patient,r_processuspatient
vernissage,meuble r_processus patient,r_processuspatient
decoration,salle r_processus patient,r_processuspatient
amenagement,bureau r_processus patient,r_processuspatient
renovation,maison r_processus patient,r_processuspatient
construction,batiment r_processus patient,r_processuspatient
demolition,mur r_processus patient,r_processuspatient
reparation,machine r_processus patient,r_processuspatient
entretien,jardin r_processus patient,r_processuspatient
tonte,gazon r_processus patient,r_processuspatient
arrosage,plantes r_processus patient,r_processuspatient
taille,haie r_processus patient,r_processuspatient
nettoyage,bassin r_processus patient,r_processuspatient
vidange,reservoir r_processus patient,r_processuspatient
remplissage,seau r_processus patient,r_processuspatient
melange,ciment r_processus patient,r_processuspatient
application,peinture r_processus patient,r_processuspatient
fixation,cadre r_processus patient,r_processuspatient
assemblage,meuble r_processus patient,r_processuspatient
desassemblage,moteur r_processus patient,r_processuspatient
remontage,montre r_processus patient,r_processuspatient
lubrification,mecanisme r_processus patient,r_processuspatient
graissage,chaine r_processus patient,r_processuspatient
entretien,bicyclette r_processus patient,r_processuspatient
revision,moteur r_processus patient,r_processuspatient
remplacement,filtre r_processus patient,r_processuspatient
nettoyage,carburateur r_processus patient,r_processuspatient
vidange,l huile r_processus patient,r_processuspatient
changement,roue r_processus patient,r_processuspatient
remontage,roue r_processus patient,r_processuspatient
demontage,pneu r_processus patient,r_processuspatient
installation,logiciel r_processus patient,r_processuspatient
desinstallation,programme r_processus patient,r_processuspatient
mise a jour,systeme r_processus patient,r_processuspatient
reinitialisation,l appareil r_processus patient,r_processuspatient
sauvegarde,fichier r_processus patient,r_processuspatient
suppression,document r_processus patient,r_processuspatient
ouverture,dossier r_processus patient,r_processuspatient
fermeture,fichier r_processus patient,r_processuspatient
compression,dossier r_processus patient,r_processuspatient
transfert,message r_processus patient,r_processuspatient
envoi,courriel r_processus patient,r_processuspatient
reception,courrier r_processus patient,r_processuspatient
affichage,page r_processus patient,r_processuspatient
chargement,site r_processus patient,r_processuspatient
telechargement,fichier r_processus patient,r_processuspatient
impression,document r_processus patient,r_processuspatient
numerisation,photo r_processus patient,r_processuspatient
copie,texte r_processus patient,r_processuspatient
collage,texte r_processus patient,r_processuspatient
effacement,tableau r_processus patient,r_processuspatient
ecriture,phrase r_processus patient,r_processuspatient
lecture,livre r_processus patient,r_processuspatient
traduction,texte r_processus patient,r_processuspatient
correction,faute r_processus patient,r_processuspatient
analyse,mot r_processus patient,r_processuspatient
extraction,mot r_processus patient,r_processuspatient
suppression,mot r_processus patient,r_processuspatient
ajout,mot r_processus patient,r_processuspatient
remplacement,mot r_processus patient,r_processuspatient
modification,texte r_processus patient,r_processuspatient
edition,document r_processus patient,r_processuspatient
impression,page r_processus patient,r_processuspatient
publication,livre r_processus patient,r_processuspatient
diffusion,message r_processus patient,r_processuspatient
enregistrement,son r_processus patient,r_processuspatient
lecture,disque r_processus patient,r_processuspatient
gravure,disque r_processus patient,r_processuspatient
effacement,piste r_processus patient,r_processuspatient
repetition,morceau r_processus patient,r_processuspatient
interpretation,chanson r_processus patient,r_processuspatient
diffusion,film r_processus patient,r_processuspatient
projection,film r_processus patient,r_processuspatient
montage,film r_processus patient,r_processuspatient
tournage,film r_processus patient,r_processuspatient
prise,plan r_processus patient,r_processuspatient
capture,l image r_processus patient,r_processuspatient
retouche,photo r_processus patient,r_processuspatient
correction,couleur r_processus patient,r_processuspatient
ajustement,contraste r_processus patient,r_processuspatient
reduction,bruit r_processus patient,r_processuspatient
amelioration,nettete r_processus patient,r_processuspatient
stabilisation,l image r_processus patient,r_processuspatient
exportation,fichier r_processus patient,r_processuspatient
sauvegarde,projet r_processus patient,r_processuspatient
fermeture,programme r_processus patient,r_processuspatient
arret,serveur r_processus patient,r_processuspatient
redemarrage,systeme r_processus patient,r_processuspatient
activation,service r_processus patient,r_processuspatient
desactivation,service r_processus patient,r_processuspatient
connexion,cable r_processus patient,r_processuspatient
deconnexion,cable r_processus patient,r_processuspatient
transmission,signal r_processus patient,r_processuspatient
reception,signal r_processus patient,r_processuspatient
interruption,courant r_processus patient,r_processuspatient
passage,courant r_processus patient,r_processuspatient
augmentation,tension r_processus patient,r_processuspatient
diminution,temperature r_processus patient,r_processuspatient
variation,pression r_processus patient,r_processuspatient
circulation,l air r_processus patient,r_processuspatient
filtration,l eau r_processus patient,r_processuspatient
purification,liquide r_processus patient,r_processuspatient
desinfection,surface r_processus patient,r_processuspatient
sterilisation,materiel r_processus patient,r_processuspatient
contamination,l eau r_processus patient,r_processuspatient
pollution,l air r_processus patient,r_processuspatient
nettoyage,riviere r_processus patient,r_processuspatient
epuration,l eau r_processus patient,r_processuspatient
traitement,dechet r_processus patient,r_processuspatient
recyclage,plastique r_processus patient,r_processuspatient
compostage,dechet r_processus patient,r_processuspatient
incineration,dechet r_processus patient,r_processuspatient
collecte,l ordure r_processus patient,r_processuspatient
tri,papier r_processus patient,r_processuspatient
emballage,produit r_processus patient,r_processuspatient
ouverture,colis r_processus patient,r_processuspatient
livraison,paquet r_processus patient,r_processuspatient
reception,commande r_processus patient,r_processuspatient
distribution,courrier r_processus patient,r_processuspatient
transport,passager r_processus patient,r_processuspatient
deplacement,train r_processus patient,r_processuspatient
stationnement,voiture r_processus patient,r_processuspatient
arret,bus r_processus patient,r_processuspatient
cuisson,viande r_processus patient,r_processuspatient
reparation,voiture r_processus patient,r_processuspatient
nettoyage,sol r_processus patient,r_processuspatient
construction,maison r_processus patient,r_processuspatient
destruction,batiment r_processus patient,r_processuspatient
plantation,arbre r_processus patient,r_processuspatient
recolte,fruit r_processus patient,r_processuspatient
coupe,cheveu r_processus patient,r_processuspatient
ecriture,lettre r_processus patient,r_processuspatient
signature,contrat r_processus patient,r_processuspatient
validation,document r_processus patient,r_processuspatient
archivage,dossier r_processus patient,r_processuspatient
impression,texte r_processus patient,r_processuspatient
suppression,fichier r_processus patient,r_processuspatient
sauvegarde,donnee r_processus patient,r_processuspatient
restauration,base r_processus patient,r_processuspatient
chiffrement,message r_processus patient,r_processuspatient
dechiffrement,code r_processus patient,r_processuspatient
compression,archive r_processus patient,r_processuspatient
decompression,paquet r_processus patient,r_processuspatient
telechargement,application r_processus patient,r_processuspatient
reception,colis r_processus patient,r_processuspatient
livraison,marchandise r_processus patient,r_processuspatient
expedition,paquet r_processus patient,r_processuspatient
transport,bagage r_processus patient,r_processuspatient
chargement,camion r_processus patient,r_processuspatient
dechargement,container r_processus patient,r_processuspatient
stockage,produit r_processus patient,r_processuspatient
rangement,outil r_processus patient,r_processuspatient
classement,papier r_processus patient,r_processuspatient
tri,dechet r_processus patient,r_processuspatient
incineration,ordure r_processus patient,r_processuspatient
compostage,reste r_processus patient,r_processuspatient
broyage,branche r_processus patient,r_processuspatient
decoupage,planche r_processus patient,r_processuspatient
sciage,bois r_processus patient,r_processuspatient
poncage,surface r_processus patient,r_processuspatient
polissage,metal r_processus patient,r_processuspatient
soudure,piece r_processus patient,r_processuspatient
assemblage,composant r_processus patient,r_processuspatient
montage,structure r_processus patient,r_processuspatient
demontage,appareil r_processus patient,r_processuspatient
revision,machine r_processus patient,r_processuspatient
entretien,equipement r_processus patient,r_processuspatient
graissage,mecanisme r_processus patient,r_processuspatient
huilage,chaine r_processus patient,r_processuspatient
gonflage,pneu r_processus patient,r_processuspatient
degonflage,ballon r_processus patient,r_processuspatient
vidange,cuve r_processus patient,r_processuspatient
drainage,terrain r_processus patient,r_processuspatient
irrigation,champ r_processus patient,r_processuspatient
arrosage,plante r_processus patient,r_processuspatient
tonte,pelouse r_processus patient,r_processuspatient
desherbage,jardin r_processus patient,r_processuspatient
bechage,terre r_processus patient,r_processuspatient
labourage,sol r_processus patient,r_processuspatient
hersage,parcelle r_processus patient,r_processuspatient
semis,graine r_processus patient,r_processuspatient
repiquage,plant r_processus patient,r_processuspatient
greffe,branche r_processus patient,r_processuspatient
elagage,arbre r_processus patient,r_processuspatient
abattage,tronc r_processus patient,r_processuspatient
debroussaillage,zone r_processus patient,r_processuspatient
defrichement,terrain r_processus patient,r_processuspatient
nivellement,surface r_processus patient,r_processuspatient
terrassement,site r_processus patient,r_processuspatient
ouverture,robinet r_processus patient,r_processuspatient
fermeture,volet r_processus patient,r_processuspatient
allumage,four r_processus patient,r_processuspatient
extinction,feu r_processus patient,r_processuspatient
reglage,thermostat r_processus patient,r_processuspatient
arret,vehicule r_processus patient,r_processuspatient
freinage,train r_processus patient,r_processuspatient
acceleration,bolide r_processus patient,r_processuspatient
ralentissement,convoi r_processus patient,r_processuspatient
stationnement,camion r_processus patient,r_processuspatient
remorquage,vehicule r_processus patient,r_processuspatient
sechage,tissu r_processus patient,r_processuspatient
repassage,vetement r_processus patient,r_processuspatient
pliage,drap r_processus patient,r_processuspatient
racommodage,pantalon r_processus patient,r_processuspatient
rapiecage,manteau r_processus patient,r_processuspatient
detachage,chemisier r_processus patient,r_processuspatient
blanchiment,linge r_processus patient,r_processuspatient
teinture,textile r_processus patient,r_processuspatient
decoloration,tissu r_processus patient,r_processuspatient
essorage,linge r_processus patient,r_processuspatient
rincage,vetement r_processus patient,r_processuspatient
trempage,linge r_processus patient,r_processuspatient
brossage,manteau r_processus patient,r_processuspatient
depoussierage,meuble r_processus patient,r_processuspatient
cirage,parquet r_processus patient,r_processuspatient
lavage,carrelage r_processus patient,r_processuspatient
recurage,plan r_processus patient,r_processuspatient
debouchage,evier r_processus patient,r_processuspatient
detartrage,robinet r_processus patient,r_processuspatient
desinfection,sanitaire r_processus patient,r_processuspatient
javellisation,mur r_processus patient,r_processuspatient
aeration,local r_processus patient,r_processuspatient
chauffage,logement r_processus patient,r_processuspatient
refroidissement,batiment r_processus patient,r_processuspatient
climatisation,bureau r_processus patient,r_processuspatient
ventilation,grenier r_processus patient,r_processuspatient
isolation,toit r_processus patient,r_processuspatient
etancheification,mur r_processus patient,r_processuspatient
crepissage,facade r_processus patient,r_processuspatient
ravalement,immeuble r_processus patient,r_processuspatient
rejointoiement,mur r_processus patient,r_processuspatient
platrage,plafond r_processus patient,r_processuspatient
carrelage,sol r_processus patient,r_processuspatient
dallage,terrain r_processus patient,r_processuspatient
pavage,chemin r_processus patient,r_processuspatient
goudronnage,route r_processus patient,r_processuspatient
betonnage,sol r_processus patient,r_processuspatient
coulage,beton r_processus patient,r_processuspatient
coffrage,mur r_processus patient,r_processuspatient
ferraillage,dalle r_processus patient,r_processuspatient
armature,poteau r_processus patient,r_processuspatient
scellement,portail r_processus patient,r_processuspatient
fixation,panneau r_processus patient,r_processuspatient
clouage,planche r_processus patient,r_processuspatient
vissage,cadre r_processus patient,r_processuspatient
collage,papier r_processus patient,r_processuspatient
agrafage,document r_processus patient,r_processuspatient
perforation,feuille r_processus patient,r_processuspatient
decoupage,carton r_processus patient,r_processuspatient
pliage,papier r_processus patient,r_processuspatient
froissage,tissu r_processus patient,r_processuspatient
defroissage,linge r_processus patient,r_processuspatient
aplatissement,carton r_processus patient,r_processuspatient
roulage,tapis r_processus patient,r_processuspatient
deroulement,cable r_processus patient,r_processuspatient
enroulement,fil r_processus patient,r_processuspatient
devissement,boulon r_processus patient,r_processuspatient
serrage,ecrou r_processus patient,r_processuspatient
desserrage,joint r_processus patient,r_processuspatient
ajustement,mecanisme r_processus patient,r_processuspatient
calibrage,instrument r_processus patient,r_processuspatient
etalonnage,appareil r_processus patient,r_processuspatient
verification,systeme r_processus patient,r_processuspatient
controle,dispositif r_processus patient,r_processuspatient
inspection,materiel r_processus patient,r_processuspatient
examen,produit r_processus patient,r_processuspatient
ouverture,boite r_processus patient,r_processuspatient
fermeture,valise r_processus patient,r_processuspatient
cuisson,pate r_processus patient,r_processuspatient
preparation,sauce r_processus patient,r_processuspatient
decoupe,viande r_processus patient,r_processuspatient
hachage,chair r_processus patient,r_processuspatient
mixage,preparation r_processus patient,r_processuspatient
petrissage,pate r_processus patient,r_processuspatient
